1850,12.9100035048
1851,12.8731913236
1852,12.8176292466
1853,12.7886566049
1854,12.8542359758
1855,12.861817114
1856,12.7517781389
1857,12.7580592024
1858,12.7506499258
1859,12.7076398545
1860,12.8822721825
1861,12.9087851446
1862,12.8769870836
1863,12.8852784711
1864,12.9087544819
1865,12.8702221678
1866,12.838172937
1867,12.8302822339
1868,12.8590425553
1869,12.8464424227
1870,13.0065236725
1871,13.0481229636
1872,13.0371825716
1873,13.090140079
1874,13.1162385371
1875,13.0590170083
1876,13.064603602
1877,13.0825900598
1878,13.0571795749
1879,13.0614356417
1880,13.2116488041
1881,13.1936686634
1882,13.1707507274
1883,13.1875912813
1884,13.0616760026
1885,13.0353904609
1886,13.1031582673
1887,13.1487725036
1888,13.1180786791
1889,13.1287365409
1890,13.054749088
1891,12.9984403821
1892,13.0428914821
1893,13.0979440492
1894,13.0681443597
1895,13.1135818954
1896,13.1137612703
1897,13.1067761845
1898,13.1163053704
1899,13.118111732
1900,13.1543997547
1901,13.1666045283
1902,13.1497907137
1903,13.0637887328
1904,13.0933216007
1905,13.1111558037
1906,13.1316878203
1907,13.1446615757
1908,13.1779415612
1909,13.1512762571
1910,13.1669789941
1911,13.1580622659
1912,13.1091747495
1913,13.0938112414
1914,13.1312493534
1915,13.1847413083
1916,13.2211183944
1917,13.2025436994
1918,13.2180524208
1919,13.2330909037
1920,13.193774247
1921,13.1931799105
1922,13.2285907374
1923,13.2503530297
1924,13.2472554184
1925,13.250731823
1926,13.2243555427
1927,13.2531917762
1928,13.2825547023
1929,13.2747680372
1930,13.2440696882
1931,13.2273795212
1932,13.2262358071
1933,13.2298072997
1934,13.2748316623
1935,13.296124301
1936,13.3061367878
1937,13.2689396223
1938,13.2855938326
1939,13.3319141247
1940,13.3107813302
1941,13.3318611366
1942,13.3172881522
1943,13.3034022745
1944,13.2944480851
1945,13.3393396636
1946,13.3283381737
1947,13.2986385767
1948,13.3128150792
1949,13.2806369077
1950,13.3474863587
1951,13.3594711149
1952,13.3159018295
1953,13.3709747977
1954,13.377333567
1955,13.3897857907
1956,13.4122920198
1957,13.4059645782
1958,13.4104943825
1959,13.4227629222
1960,13.4142710011
1961,13.4072437024
1962,13.3970794025
1963,13.3808354341
1964,13.3121317509
1965,13.324668914
1966,13.3733225685
1967,13.4098675469
1968,13.4234683561
1969,13.4126170867
1970,13.4261429938
1971,13.4370420656
1972,13.4767907371
1973,13.4518267661
1974,13.4811480875
1975,13.4892315713
1976,13.4609809758
1977,13.5574989997
1978,13.5885401561
1979,13.5527766467
1980,13.6070442947
1981,13.6352852117
1982,13.597946989
1983,13.5699598384
1984,13.6038263957
1985,13.6239139911
1986,13.6691090577
1987,13.7269102836
1988,13.7236155101
1989,13.7476802133
1990,13.7893131799
1991,13.7851729805
1992,13.6143521609
1993,13.7088976862
1994,13.7881188935
1995,13.8054915053
1996,13.8257682643
1997,13.8620358279
1998,13.8854765999
1999,13.9411572955
