2000,13.6102434546
2001,13.8934759459
2002,13.9157789864
2003,13.9138400812
2004,13.9814811387
2005,13.9979536099
2006,14.0187252966
2007,14.0569228847
2008,14.0643959363
2009,14.0309992931
2010,14.1218343925
2011,14.1394636848
2012,14.1330128328
2013,14.1315243702
2014,14.1642183453
2015,14.2022143302
2016,14.2229771405
2017,14.22609378
2018,14.2501473844
2019,14.2732370512
2020,14.3248582596
2021,14.3228539911
2022,14.3181246422
2023,14.3582818555
2024,14.3767515678
2025,14.4272662632
2026,14.4003619877
2027,14.4035957289
2028,14.4481126346
2029,14.4897408777
2030,14.5064312563
2031,14.5232373933
2032,14.5909598385
2033,14.6367572634
2034,14.6377560136
2035,14.6159240242
2036,14.7163426556
2037,14.7039161143
2038,14.718775563
2039,14.7562844426
2040,14.7910334039
2041,14.8237772211
2042,14.8586482301
2043,14.869049096
2044,14.9129257351
2045,14.9567157732
2046,14.9890803668
2047,14.9799444061
2048,15.0456413604
2049,15.0731605581
2050,15.071498969
2051,15.1101234482
2052,15.19790196
2053,15.233081208
2054,15.240772685
2055,15.2864502337
2056,15.3340214768
2057,15.3553508213
2058,15.3755128034
2059,15.4264904158
2060,15.4913397382
2061,15.5252291332
2062,15.5558343671
2063,15.6241238147
2064,15.6078864192
2065,15.6563198974
2066,15.7445128795
2067,15.7822343307
2068,15.8191246907
2069,15.8512928778
2070,15.9242292415
2071,15.9470649473
2072,15.9978204437
2073,16.0435711547
2074,16.1122161436
2075,16.1326188479
2076,16.1808235279
2077,16.2126174965
2078,16.2877170345
2079,16.3062707976
2080,16.3326437638
2081,16.423404776
2082,16.4842535072
2083,16.5343320677
2084,16.5831592164
2085,16.6227100244
2086,16.6279076483
2087,16.663931477
2088,16.7210195827
2089,16.7538222178
2090,16.7940417117
2091,16.8224334154
2092,16.898008689
2093,16.8831532804
2094,16.9699548923
2095,17.0222299578
2096,17.0788060563
2097,17.120703772
2098,17.1818866541
2099,17.3806605336
