		1980,0.807
		1981,0.825
		1982,0.839
		1983,0.858
		1984,0.877
		1985,0.895
		1986,0.916
		1987,0.936
		1988,0.963
		1989,0.983
		1990,1
		1991,1.016
		1992,1.028
		1993,1.036
		1994,1.05
		1995,1.065
		1996,1.081
		1997,1.091
		1998,1.113
		1999,1.131
		2000,1.141
		2001,1.154
		2002,1.169
		2003,1.188
		2004,1.201
		2005,1.215
		2006,1.232
		2007,1.246
		2008,1.262
		2009,1.275
